Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code
BT1 1AA,Yes,54.602444,-5.922291,146778,530103,NW467301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1990-02-01,,"","",139,72,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ32H+X3
BT1 1AE,No,54.602557,-5.93151,146183,530148,NW461301,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",2000-06-01,2002-04-01,"","",,,"","","New Lodge 1","",,6,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+29
BT1 1AF,No,54.602557,-5.93151,146183,530148,NW461301,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",2000-12-01,2001-11-01,"","",,,"","","New Lodge 1","",,6,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+29
BT1 1AG,No,54.602717,-5.922494,146766,530134,NW467301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1996-12-01,1997-06-01,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ33H+32
BT1 1AH,No,0,0,,,,"","","",,,Northern Ireland,,"",1996-06-01,2007-05-01,"","",,,"","","","",,,,,,,"",,,,0,9,1,2019-11-23,"",,BT,BT1,"","Northern Ireland Water",
BT1 1AL,Yes,54.600619,-5.93427,145993,529943,NW459299,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1995-07-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+67
BT1 1AN,No,54.602717,-5.922494,146766,530134,NW467301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1996-06-01,1998-12-01,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ33H+32
BT1 1AP,No,0,0,,,,"","","",,,Northern Ireland,,"",1996-12-01,2007-05-01,"","",,,"","","","",,,,,,,"",,,,0,9,1,2019-11-23,"",,BT,BT1,"","Northern Ireland Water",
BT1 1AQ,No,54.602717,-5.922494,146766,530134,NW467301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1996-12-01,1999-12-01,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ33H+32
BT1 1AR,Yes,54.602717,-5.922494,146766,530134,NW467301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1995-12-01,,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ33H+32
BT1 1AS,No,54.602673,-5.922527,146764,530129,NW467301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1998-12-01,2005-09-01,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ33G+3X
BT1 1AT,No,54.602717,-5.922494,146766,530134,NW467301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1998-12-01,2001-01-01,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ33H+32
BT1 1AU,No,54.602717,-5.922494,146766,530134,NW467301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1997-02-01,2000-09-01,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,8,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ33H+32
BT1 1AX,No,54.602717,-5.922494,146766,530134,NW467301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1997-02-01,2000-09-01,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,8,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ33H+32
BT1 1AY,No,54.602717,-5.922494,146766,530134,NW467301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1997-02-01,2000-09-01,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,8,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ33H+32
BT1 1BB,No,54.599765,-5.930073,146259,529833,NW462298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,2005-06-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X9+WX
BT1 1BG,Yes,0,0,,,,"","","",,,Northern Ireland,,"",2009-07-01,,"","",,,"","","","",,,,,,,"",,,,0,9,1,2019-11-23,"",,BT,BT1,"","Northern Ireland Water",
BT1 1BH,No,54.599968,-5.929289,146311,529853,NW463298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1993-08-01,2015-03-01,"","",,,"","","Falls 3","",,8,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3XC+X7
BT1 1BL,Yes,54.599311,-5.930808,146208,529785,NW462297,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X9+PM
BT1 1BN,No,54.599687,-5.928638,146351,529819,NW463298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1997-06-01,2016-03-01,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3XC+VG
BT1 1BP,No,54.602717,-5.922494,146766,530134,NW467301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",2000-12-01,2005-07-01,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ33H+32
BT1 1BQ,No,54.599914,-5.929322,146308,529847,NW463298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1999-06-01,2006-10-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3XC+X7
BT1 1BT,Yes,0,0,,,,"","","",,,Northern Ireland,,"",1995-07-01,,"","",,,"","","","",,,,,,,"",,,,0,9,1,2019-11-23,"",,BT,BT1,"","Northern Ireland Water",
BT1 1BU,No,54.602717,-5.922494,146766,530134,NW467301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1984-12-01,1991-12-01,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ33H+32
BT1 1BW,Yes,54.599968,-5.929289,146311,529853,NW463298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1998-12-01,,"","",,,"","","Falls 3","",,8,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3XC+X7
BT1 1BX,No,54.602717,-5.922494,146766,530134,NW467301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1984-12-01,1984-12-01,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ33H+32
BT1 1DA,Yes,54.599809,-5.931046,146196,529841,NW461298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X9+WH
BT1 1DB,No,54.600214,-5.93265,146095,529892,NW460298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,2005-07-01,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,5,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+3W
BT1 1DD,Yes,54.600619,-5.93427,145993,529943,NW459299,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1991-01-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+67
BT1 1DE,No,54.600015,-5.930989,146201,529864,NW462298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,2007-04-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+2J
BT1 1DF,Yes,54.600619,-5.93427,145993,529943,NW459299,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1991-01-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+67
BT1 1DG,No,54.600619,-5.93427,145993,529943,NW459299,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,1991-12-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+67
BT1 1DH,No,54.60157,-5.93156,146174,530039,NW461300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,1991-12-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+J9
BT1 1DJ,Yes,54.60179,-5.931827,146158,530064,NW461300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+P7
BT1 1DL,Yes,54.602513,-5.931543,146181,530144,NW461301,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1984-12-01,,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+29
BT1 1DN,Yes,54.60323,-5.930934,146225,530221,NW462302,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1984-12-01,,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+7J
BT1 1DP,No,54.60323,-5.930934,146225,530221,NW462302,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1984-12-01,1994-12-01,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+7J
BT1 1DR,No,54.603532,-5.930733,146240,530254,NW462302,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",2005-05-01,2005-11-01,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+CP
BT1 1DS,No,54.60323,-5.930934,146225,530221,NW462302,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1986-07-01,2000-09-01,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+7J
BT1 1DT,No,0,0,,,,"","","",,,Northern Ireland,,"",1994-05-01,2006-10-01,"","",,,"","","","",,,,,,,"",,,,0,9,1,2019-11-23,"",,BT,BT1,"","Northern Ireland Water",
BT1 1DU,No,54.602557,-5.93151,146183,530148,NW461301,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1998-12-01,2000-06-01,"","",,,"","","New Lodge 1","",,6,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+29
BT1 1DW,No,54.603532,-5.930733,146240,530254,NW462302,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",2003-04-01,2016-01-01,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+CP
BT1 1DX,No,54.60323,-5.930934,146225,530221,NW462302,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1992-08-01,2010-05-01,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+7J
BT1 1DY,No,54.599809,-5.931046,146196,529841,NW461298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1993-01-01,2002-12-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X9+WH
BT1 1DZ,No,54.603532,-5.930733,146240,530254,NW462302,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",2004-05-01,2006-11-01,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+CP
BT1 1EA,Yes,54.60293,-5.931228,146204,530189,NW462301,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1984-12-01,,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+5G
BT1 1EB,Yes,54.60293,-5.931228,146204,530189,NW462301,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",2013-09-01,,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+5G
BT1 1ED,No,0,0,,,,"","","",,,Northern Ireland,,"",1984-12-01,2006-10-01,"","",,,"","","","",,,,,,,"",,,,0,9,1,2019-11-23,"",,BT,BT1,"","Northern Ireland Water",
BT1 1EE,No,54.601652,-5.931091,146205,530046,NW462300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1997-12-01,2005-09-01,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+MH
BT1 1EF,No,54.602557,-5.93151,146183,530148,NW461301,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1999-12-01,2004-04-01,"","",,,"","","New Lodge 1","",,6,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+29
BT1 1EH,No,0,0,,,,"","","",,,Northern Ireland,,"",1992-08-01,2018-09-01,"","",,,"","","","",,,,,,,"",,,,0,9,1,2019-11-23,"",,BT,BT1,"","Northern Ireland Water",
BT1 1EJ,Yes,54.600059,-5.935149,145933,529884,NW459298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",2003-08-01,,"","",,,"","","Falls 3","",,9,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ327+2W
BT1 1EL,Yes,54.599518,-5.929776,146276,529804,NW462298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3XC+R3
BT1 1EN,No,54.60323,-5.930934,146225,530221,NW462302,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1991-01-01,2001-07-01,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+7J
BT1 1EP,No,0,0,,,,"","","",,,Northern Ireland,,"",1984-12-01,2018-11-01,"","",,,"","","","",,,,,,,"",,,,0,9,1,2019-11-23,"",,BT,BT1,"","Northern Ireland Water",
BT1 1ER,Yes,54.602394,-5.930357,146257,530126,NW462301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1996-06-01,,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+XV
BT1 1ES,No,54.603532,-5.930733,146240,530254,NW462302,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",2003-04-01,2005-09-01,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+CP
BT1 1ET,No,54.60323,-5.930934,146225,530221,NW462302,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1999-06-01,2005-09-01,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+7J
BT1 1EU,No,54.602557,-5.93151,146183,530148,NW461301,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",2000-06-01,2006-10-01,"","",,,"","","New Lodge 1","",,6,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+29
BT1 1EW,No,54.602557,-5.93151,146183,530148,NW461301,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1984-12-01,1999-06-01,"","",,,"","","New Lodge 1","",,6,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+29
BT1 1EX,Yes,54.60168,-5.931152,146201,530050,NW462300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+MG
BT1 1EY,No,54.60323,-5.930934,146225,530221,NW462302,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1984-12-01,2003-02-01,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+7J
BT1 1EZ,No,54.60323,-5.930934,146225,530221,NW462302,"","Belfast","New Lodge",N09000003,N08000340,Northern Ireland,N99999999,"Belfast North",1998-06-01,2001-01-01,"","",,,"","","New Lodge 1","",,7,,95GG35S1,,N99999999,"(pseudo) Northern Ireland",,N00001352,N06000002,25,5,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+7J
BT1 1FA,No,54.600048,-5.930291,146246,529865,NW462298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1992-08-01,2000-06-01,"","",,,"","","Falls 3","",,8,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,8,1,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+2V
BT1 1FB,Yes,54.599779,-5.93032,146243,529835,NW462298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PH3X9+WV
BT1 1FD,Yes,54.600565,-5.930605,146229,529924,NW462299,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+6Q
BT1 1FE,Yes,54.601399,-5.931011,146208,530018,NW462300,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,7,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+HH
BT1 1FF,Yes,54.602368,-5.930962,146217,530125,NW462301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1984-12-01,,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ329+WJ
BT1 1FG,Yes,54.602925,-5.930439,146255,530185,NW462301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1984-12-01,,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+5R
BT1 1FH,Yes,54.60304,-5.930309,146264,530198,NW462301,"","Belfast","Duncairn",N09000003,N08000322,Northern Ireland,N99999999,"Belfast North",1984-12-01,,"","",,,"","","Duncairn 1","",,6,,95GG20S1,,N99999999,"(pseudo) Northern Ireland",,N00001131,N06000002,49,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ339+6V
BT1 1FJ,Yes,54.600059,-5.93306,146068,529876,NW460298,"","Belfast","Central",N09000003,N08000315,Northern Ireland,N99999999,"Belfast West",1984-12-01,,"","",,,"","","Falls 3","",,6,,95GG21S3,,N99999999,"(pseudo) Northern Ireland",,N00001155,N06000004,29,1,0,2019-11-23,"",,BT,BT1,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ328+2Q
